PO_ID,Supplier_ID,Raw_Material_ID,Order_Date,Order_Quantity,Unit_Cost,Delivery_Date_Planned,Delivery_Date_Actual,Total_Cost
PO000651,SUP00025,PROD00168,2023-02-13,13,13.015507134128875,2023-06-24,2022-03-06,204.5187179957509
PO000518,SUP00058,PROD00132,2022-01-11,13,30.24973584039734,2022-11-04,2021-04-22,404.76289093269554
PO000873,SUP00070,PROD00161,2024-04-13,10,74.69374327391897,2021-05-23,2022-10-20,854.4763305201691
PO001380,SUP00046,PROD00155,2023-12-10,14,5.0946907565773145,2023-07-31,2021-04-05,136.52695762870846
PO000714,SUP00057,PROD00048,2022-01-04,13,26.803868501706294,2023-08-09,2023-09-01,307.24798402639664
PO000135,SUP00053,PROD00069,2022-08-26,9,59.11924273533411,2021-02-15,2021-09-27,411.7074423252123
PO000806,SUP00002,PROD00007,2023-01-22,11,28.45709145046912,2022-05-19,2021-09-06,342.2724869933619
PO000522,SUP00032,PROD00062,2022-11-21,11,23.357031060835133,2023-11-20,2023-12-12,277.22882983627295
PO000650,SUP00088,PROD00175,2023-01-08,12,40.25724007769956,2024-01-25,2022-08-11,401.0307902591153
PO000326,SUP00053,PROD00044,2023-08-31,12,25.969829897943086,2022-04-09,2024-03-16,284.18281400532555
PO001318,SUP00024,PROD00139,2022-06-02,9,50.555418965734184,2023-03-04,2022-07-24,380.8009759974122
PO001054,SUP00067,PROD00195,2021-02-05,16,51.284190922497174,2022-11-03,2021-09-05,834.4443594505843
PO000542,SUP00021,PROD00050,2021-05-07,16,10.164243059323526,2021-07-26,2021-03-17,259.0756157115548
PO001108,SUP00066,PROD00116,2022-01-04,6,3.34829061480021,2022-11-14,2021-09-02,22.551990344843734
PO000986,SUP00082,PROD00052,2023-01-05,12,44.930443799292334,2022-03-25,2022-11-03,589.1363804042913
PO001592,SUP00083,PROD00193,2022-02-05,17,21.49208812274993,2023-05-28,2021-10-18,471.6838978272634
PO001912,SUP00063,PROD00142,2021-12-19,8,45.753806298025545,2021-10-24,2021-12-08,347.91166715541334
PO000262,SUP00065,PROD00161,2022-06-17,9,55.26909371971889,2022-12-16,2022-02-18,427.6253666817447
PO001768,SUP00061,PROD00183,2022-02-12,7,4.130606637698637,2023-05-17,2022-06-18,22.902648526053504
PO001410,SUP00021,PROD00126,2021-06-24,12,57.76291517283437,2023-10-03,2023-03-18,694.5984898258204
PO001386,SUP00100,PROD00188,2024-01-27,12,21.449875083156172,2023-01-03,2024-04-25,238.65889291907914
PO000749,SUP00098,PROD00109,2021-11-08,8,46.808303314663355,2021-03-09,2023-07-21,289.8429982283787
PO000688,SUP00022,PROD00038,2024-02-02,9,71.69958425071256,2021-05-27,2022-05-26,762.7726907533647
PO000012,SUP00077,PROD00072,2023-03-20,13,14.686359831716421,2022-12-17,2023-05-20,227.99729503448296
PO001965,SUP00011,PROD00100,2023-03-22,5,42.60106996737806,2024-05-01,2023-11-19,225.62847782594187
PO001214,SUP00080,PROD00038,2023-09-11,12,27.847391752552433,2024-01-30,2021-06-13,379.13246096713584
PO000805,SUP00043,PROD00126,2021-07-12,8,75.82529326118873,2021-01-26,2022-11-16,726.7918666519818
PO001088,SUP00074,PROD00113,2023-06-07,12,22.903172591033425,2022-04-19,2022-02-20,217.6620373100693
PO000082,SUP00054,PROD00193,2024-02-20,10,71.70513111784966,2021-11-14,2022-09-17,737.6183210389918
PO000348,SUP00061,PROD00176,2021-02-06,9,77.67865731210817,2021-08-29,2021-08-20,830.5549497973134
PO001247,SUP00032,PROD00169,2022-09-16,8,54.94905050026162,2022-04-03,2021-11-25,382.68925893348626
PO001029,SUP00081,PROD00047,2022-10-13,6,31.737285761159583,2021-10-24,2023-08-02,141.72414906454173
PO001575,SUP00055,PROD00064,2022-05-29,8,23.14207272508639,2022-10-29,2021-12-13,140.34672557222802
PO001318,SUP00035,PROD00134,2021-08-13,8,15.165622769220182,2023-05-15,2023-08-24,151.18615922042574
PO001203,SUP00015,PROD00013,2023-11-04,9,33.118444369592765,2021-03-18,2022-03-01,304.4579003523008
PO001631,SUP00075,PROD00162,2022-10-09,14,22.443498314232496,2021-08-09,2021-03-18,303.14134661127616
PO000137,SUP00032,PROD00058,2021-09-08,10,39.75785967901486,2023-06-11,2022-02-19,429.00064978766574
PO001382,SUP00057,PROD00141,2022-05-05,15,53.445783585690336,2024-01-22,2022-01-08,780.8478789024797
PO001432,SUP00004,PROD00019,2021-10-20,16,53.15054686840618,2022-09-27,2021-06-19,943.9468493988091
PO000551,SUP00016,PROD00001,2021-06-10,14,7.7393791730482855,2021-07-06,2022-09-17,162.11270003124778
PO000392,SUP00098,PROD00049,2023-10-25,8,78.97986767097514,2021-04-26,2021-03-28,973.2665457930033
PO000428,SUP00047,PROD00057,2023-04-05,9,66.14404617150227,2022-07-11,2023-05-01,616.9514457530578
PO000397,SUP00095,PROD00067,2023-07-12,6,46.66476216074528,2023-03-10,2021-02-28,226.73043710975134
PO001048,SUP00023,PROD00165,2023-09-30,6,16.21346898571484,2023-12-12,2022-02-01,91.66440728169458
PO000272,SUP00019,PROD00107,2024-03-17,13,44.08980273820991,2021-04-26,2021-06-25,637.207663079719
PO001319,SUP00092,PROD00188,2022-01-13,13,16.395816212371585,2024-04-01,2021-09-08,181.99372843337935
PO000211,SUP00012,PROD00006,2023-01-05,7,24.030887695190557,2021-02-09,2021-02-26,142.15983901230072
PO000054,SUP00008,PROD00196,2023-06-23,12,27.777534117876648,2021-08-29,2023-12-30,353.1754594391386
PO000639,SUP00096,PROD00114,2022-12-02,8,72.11952862610178,2023-03-25,2024-03-26,739.1884794145375
PO000384,SUP00016,PROD00181,2022-06-03,14,22.505024757101225,2022-08-07,2022-05-29,365.1650581425533
PO001978,SUP00099,PROD00101,2022-08-18,16,63.9246628323227,2023-06-13,2022-02-10,873.449445753924
PO000606,SUP00059,PROD00137,2021-12-17,8,35.96822426233738,2022-02-15,2024-04-22,374.71574363035114
PO000445,SUP00051,PROD00087,2023-06-17,11,65.44601026752278,2024-01-14,2022-10-02,726.4311661977628
PO000394,SUP00084,PROD00037,2021-02-25,13,59.31198897097806,2023-11-02,2021-08-08,846.0514225692783
PO000748,SUP00091,PROD00090,2023-10-30,13,56.91020851184463,2021-10-13,2021-06-06,472.6184331831127
PO001212,SUP00039,PROD00076,2023-10-27,10,49.90971603634563,2023-11-20,2023-11-20,395.7905610556694
PO001564,SUP00020,PROD00052,2023-05-16,9,19.402108481123463,2021-06-06,2021-08-30,137.89186275556966
PO000730,SUP00011,PROD00172,2023-01-04,6,72.78948076855357,2021-03-18,2024-03-08,495.7844354214705
PO001252,SUP00019,PROD00112,2022-08-06,5,47.36006262837995,2023-11-27,2023-02-28,144.9692451461583
PO000965,SUP00051,PROD00076,2024-04-04,17,26.91516198250077,2022-09-09,2022-10-31,591.1507126521296
PO001693,SUP00022,PROD00026,2022-10-21,16,41.907678820771274,2022-10-20,2022-03-19,581.6298876815022
PO001139,SUP00021,PROD00102,2023-09-12,6,30.160479659758543,2023-01-15,2023-09-21,178.3833272628223
PO000580,SUP00100,PROD00165,2023-03-16,9,63.87070300347013,2021-09-05,2022-04-13,547.8614185511003
PO001408,SUP00080,PROD00175,2023-04-28,9,39.82968203521402,2022-01-04,2024-01-16,353.1744291566438
PO001641,SUP00082,PROD00193,2021-01-16,14,47.657493529612424,2023-06-16,2021-12-10,644.9004680606635
PO000931,SUP00055,PROD00031,2022-12-17,10,48.85652713650686,2023-09-01,2022-10-03,437.4121985626367
PO001975,SUP00013,PROD00089,2021-09-22,16,8.11102378404935,2021-10-02,2021-05-07,290.1695556701742
PO001759,SUP00067,PROD00128,2022-10-04,19,3.7383160485939357,2023-05-30,2022-05-18,178.01639596165253
PO000394,SUP00037,PROD00174,2023-03-21,12,23.864178435073576,2024-04-23,2023-10-25,246.4929386207424
PO001574,SUP00026,PROD00006,2022-05-19,10,56.840611922921475,2021-10-12,2024-02-23,596.6335687073345
PO001202,SUP00028,PROD00120,2023-07-04,11,41.55186250794857,2022-05-03,2022-02-16,523.990528428037
PO001070,SUP00061,PROD00089,2022-11-16,9,24.38691504134412,2024-04-19,2023-09-15,168.48420883473491
PO001028,SUP00087,PROD00170,2023-12-26,12,12.60770434653629,2022-08-28,2021-12-08,102.66738132541616
PO001707,SUP00086,PROD00040,2022-03-25,12,45.58757320369131,2021-10-22,2023-04-22,557.6745869413094
PO001222,SUP00016,PROD00177,2022-07-18,10,15.405634052654086,2023-11-14,2023-06-07,192.10523384502423
PO001076,SUP00012,PROD00180,2022-03-10,9,50.10504997852182,2023-04-08,2022-06-03,385.41479289644286
PO000098,SUP00090,PROD00037,2021-06-26,11,47.897805961130246,2022-11-03,2022-10-18,342.54425938246135
PO000897,SUP00060,PROD00132,2022-09-26,12,52.518649498292106,2023-09-10,2021-08-04,546.2077369690329
PO001817,SUP00076,PROD00139,2021-09-26,13,45.50619085018354,2023-04-04,2023-08-30,458.02212036003027
PO001424,SUP00099,PROD00136,2021-01-22,12,74.91070482271053,2023-04-02,2022-07-13,990.6625791025939
PO000102,SUP00048,PROD00070,2022-04-04,11,6.576486598604353,2021-05-22,2024-01-26,57.594173375014
PO001768,SUP00002,PROD00103,2022-07-02,12,44.19448592480966,2023-09-22,2023-12-01,507.93287672583483
PO001654,SUP00039,PROD00033,2023-12-10,8,40.177568131391205,2023-07-03,2022-01-08,262.45427301021067
PO001094,SUP00086,PROD00055,2021-09-12,13,23.201160274378207,2022-05-29,2023-11-11,268.48070516511893
PO000045,SUP00001,PROD00025,2021-09-21,5,75.48377739981137,2023-11-02,2023-04-19,504.899000373043
PO001125,SUP00098,PROD00137,2023-03-08,9,65.21312956808943,2021-05-22,2023-11-13,604.3404222855886
PO000110,SUP00010,PROD00026,2021-10-22,5,67.90715568900193,2022-03-03,2022-08-28,433.65569245708986
PO000641,SUP00067,PROD00103,2021-09-19,14,61.70615724599043,2022-03-14,2021-03-13,698.603586885501
PO001258,SUP00001,PROD00140,2021-10-29,10,44.114355508401786,2021-06-21,2022-06-19,414.578175369191
PO001826,SUP00009,PROD00037,2023-06-08,10,47.18068529282057,2024-02-17,2022-06-30,323.19505697314924
PO000716,SUP00006,PROD00151,2022-09-08,11,75.35243030584513,2022-01-29,2022-04-08,907.3713148426732
PO001721,SUP00059,PROD00041,2021-08-06,14,50.5374012763361,2023-08-01,2022-03-19,617.1499792609466
PO001837,SUP00053,PROD00041,2024-01-20,11,66.43219371346845,2022-12-22,2022-06-24,752.6592345296259
PO000043,SUP00072,PROD00130,2023-10-10,16,14.571978917624145,2022-04-01,2022-03-20,299.4802280973184
PO000479,SUP00026,PROD00177,2021-08-10,12,38.590535924919536,2023-08-30,2023-09-26,436.6957611360608
PO001420,SUP00084,PROD00137,2022-03-29,7,71.370606697555,2023-05-15,2024-03-28,564.9479198682443
PO001514,SUP00025,PROD00139,2021-11-16,8,77.06575020548507,2022-07-08,2022-10-14,745.5374047386958
PO000785,SUP00078,PROD00026,2023-09-06,14,58.08213919703209,2022-07-11,2022-03-01,793.3510034917032
PO001314,SUP00025,PROD00169,2021-04-27,12,69.42699427201147,2023-04-29,2022-09-11,660.2867235676309
PO001225,SUP00017,PROD00195,2023-08-10,13,47.18331993322397,2022-05-12,2023-01-13,626.7831084507153
PO001480,SUP00007,PROD00133,2021-03-13,15,51.53956055364797,2023-01-25,2022-03-06,604.3824801127594
PO001438,SUP00081,PROD00058,2021-04-11,15,58.22123218952696,2024-02-08,2022-02-07,901.5555422672986
PO000172,SUP00004,PROD00003,2022-10-16,10,36.19548862141921,2022-04-26,2021-02-03,209.92032633301827
PO000317,SUP00073,PROD00175,2022-09-15,14,76.88699909406681,2021-11-06,2021-05-18,1077.271103237557
PO000266,SUP00014,PROD00165,2022-07-24,13,66.08260220121039,2022-06-11,2021-03-13,792.8352674400187
PO001865,SUP00083,PROD00185,2023-05-08,10,14.992533039597813,2024-04-26,2022-08-23,201.6370898163412
PO001828,SUP00015,PROD00025,2022-12-13,10,40.24757774386408,2022-02-17,2021-02-15,458.40720322753276
PO001595,SUP00006,PROD00066,2022-09-16,21,29.08495829043957,2022-08-14,2023-02-16,766.565762896161
PO000234,SUP00056,PROD00121,2022-06-12,11,19.80539290052077,2022-03-30,2022-04-21,374.45723461227266
PO001149,SUP00046,PROD00172,2021-07-15,6,38.242684917397426,2022-06-14,2021-05-26,237.24022130335823
PO000375,SUP00005,PROD00132,2022-12-16,12,53.31343045241184,2022-06-27,2021-08-24,479.3777127614875
PO000737,SUP00046,PROD00008,2022-10-05,8,36.12359163596655,2021-10-03,2021-05-03,266.6965225956824
PO000535,SUP00050,PROD00022,2022-10-02,17,18.788173600372406,2022-09-12,2022-04-11,605.2908452247144
PO001658,SUP00086,PROD00126,2021-02-14,11,41.346077025402096,2022-09-11,2023-04-22,387.3066278899158
PO000289,SUP00005,PROD00074,2021-05-13,9,19.533184437410434,2022-10-05,2023-06-07,128.28246425076563
PO001293,SUP00098,PROD00174,2021-02-27,8,24.359918776064784,2022-07-10,2022-03-19,160.795402275654
PO001968,SUP00099,PROD00123,2022-01-12,15,64.29167374063792,2021-07-08,2023-06-24,1023.9019190440446
PO001375,SUP00015,PROD00010,2023-02-16,15,12.460329427525016,2024-03-14,2021-07-11,196.56114494308514
PO000159,SUP00036,PROD00034,2023-03-21,8,49.010049247056216,2021-02-10,2022-08-20,333.4831741771144
PO001816,SUP00034,PROD00131,2022-04-09,10,25.356056443299718,2021-09-03,2024-01-09,169.2625418699538
PO001287,SUP00070,PROD00146,2023-11-22,9,76.6811277883949,2021-12-26,2021-09-03,872.7947008706136
PO000913,SUP00051,PROD00175,2023-09-30,12,3.854025350452362,2023-11-23,2024-02-14,38.498426499159045
PO001320,SUP00037,PROD00094,2023-10-06,12,8.147352273958784,2021-09-28,2023-03-18,76.67935045499569
PO001759,SUP00061,PROD00066,2023-06-02,15,33.00073957871479,2021-11-02,2023-04-16,549.3220892746407
PO000955,SUP00065,PROD00123,2024-02-16,15,69.39046024579189,2022-02-04,2021-03-16,769.0245738911133
PO001063,SUP00075,PROD00064,2023-11-18,15,32.11362009896781,2022-07-09,2021-11-20,498.8951283525063
PO000905,SUP00067,PROD00011,2023-05-16,14,40.47384640585155,2023-05-07,2022-01-09,637.7798310966892
PO000146,SUP00043,PROD00084,2022-08-01,11,6.6713876364926445,2024-01-21,2021-05-07,125.5482497858546
PO001575,SUP00007,PROD00034,2024-01-13,11,19.763111604774824,2021-09-30,2023-01-18,219.0404820989622
PO000253,SUP00087,PROD00016,2022-08-27,8,64.11517207204466,2022-11-07,2022-04-23,456.34546172509056
PO000790,SUP00071,PROD00132,2021-09-10,12,41.8653448418115,2021-05-04,2023-02-23,577.053687059693
PO000774,SUP00038,PROD00163,2021-05-03,14,26.418573205493974,2023-12-15,2022-11-13,477.7523784679784
PO000561,SUP00056,PROD00144,2021-12-08,13,41.20646685400616,2021-06-03,2024-03-24,486.3332310919941
PO000806,SUP00082,PROD00103,2023-12-26,11,10.255037616430917,2022-03-14,2021-08-01,88.29953558187638
PO001237,SUP00065,PROD00183,2022-08-29,16,18.161460817214984,2022-03-26,2022-05-15,369.8803833812917
PO000623,SUP00027,PROD00117,2024-01-13,12,26.413702173001692,2021-12-08,2023-08-24,252.86198770656847
PO000346,SUP00079,PROD00044,2021-12-11,7,49.065249480138284,2022-02-18,2022-08-06,247.9019343311317
PO001739,SUP00089,PROD00036,2023-11-10,10,14.162120141879353,2021-07-10,2023-06-02,136.50789296197985
PO001942,SUP00023,PROD00161,2023-07-26,10,30.99159137837598,2023-07-11,2022-12-21,284.3053307712566
PO000918,SUP00016,PROD00079,2022-03-15,8,33.63511851764446,2022-09-19,2023-07-08,231.93021290613953
PO000655,SUP00070,PROD00006,2024-01-29,7,68.66442380437773,2023-05-17,2021-08-18,480.09868545519475
PO000095,SUP00032,PROD00036,2023-09-18,10,9.111993540166408,2022-09-11,2021-08-15,66.88964007586486
PO000074,SUP00085,PROD00091,2024-04-09,12,71.96351031499873,2023-01-08,2024-01-15,999.315838546597
PO000786,SUP00035,PROD00156,2022-08-29,15,28.361354142025352,2022-11-14,2023-03-16,501.01942561204595
PO001861,SUP00033,PROD00185,2022-09-24,6,44.61967882945625,2021-08-01,2022-02-02,305.48172657701855
PO001462,SUP00067,PROD00111,2024-02-12,14,42.27581571839503,2021-06-01,2022-08-27,501.96455767790064
PO000699,SUP00041,PROD00129,2022-10-11,12,32.592767569622275,2021-02-09,2022-01-29,360.1196740422647
PO001937,SUP00066,PROD00079,2021-10-11,10,36.813626161673824,2023-10-05,2023-01-11,274.89442419969816
PO000858,SUP00092,PROD00098,2021-08-24,12,5.661918835117722,2021-12-30,2023-12-15,68.77520457338358
PO000554,SUP00092,PROD00088,2023-03-04,8,41.07464131159116,2021-07-16,2022-04-01,220.11028598649486
PO000853,SUP00084,PROD00143,2022-01-01,5,33.84084103200871,2022-06-15,2021-04-27,170.3279116548701
PO000424,SUP00026,PROD00003,2022-08-02,10,50.11430858054872,2022-08-03,2022-12-10,520.705139955666
PO001772,SUP00025,PROD00130,2021-04-05,8,34.98320964283268,2023-08-28,2023-08-31,270.69647940573657
PO000723,SUP00055,PROD00060,2021-12-17,7,55.39674496121963,2021-07-31,2023-08-06,375.3766349593299
PO001316,SUP00088,PROD00060,2022-12-09,14,4.551078782857625,2021-08-25,2021-04-14,107.86539708833006
PO000779,SUP00024,PROD00117,2023-03-14,14,61.714126370302026,2021-03-28,2021-09-03,849.9040901028982
PO001804,SUP00012,PROD00032,2022-02-07,12,14.877216134935296,2023-04-10,2021-04-06,228.2150169222019
PO001285,SUP00058,PROD00006,2022-03-14,10,56.704004863602535,2023-08-15,2023-05-30,371.4905682049365
PO000977,SUP00018,PROD00107,2021-03-20,11,28.935168747449232,2022-08-26,2022-11-19,333.5228373466355
PO000265,SUP00093,PROD00113,2022-01-24,15,60.12089250394306,2021-11-21,2023-10-04,942.6622128056206
PO001804,SUP00017,PROD00039,2024-01-29,10,40.048680322119445,2022-09-03,2023-10-07,401.26623874226993
PO001094,SUP00092,PROD00142,2023-09-20,6,9.974512469145578,2022-02-02,2021-06-21,48.189098255694304
PO000571,SUP00075,PROD00100,2024-03-04,10,66.47518379078711,2021-03-17,2021-07-17,703.3601708938393
PO001756,SUP00028,PROD00166,2022-04-05,14,4.581534060695067,2022-02-10,2023-05-24,108.35004612710057
PO000109,SUP00052,PROD00021,2023-07-19,19,21.17042265685372,2022-02-17,2022-03-28,535.92558685506
PO000629,SUP00074,PROD00184,2021-01-16,7,70.19923604266961,2023-08-20,2021-02-06,680.8593894435571
PO001074,SUP00093,PROD00200,2023-09-19,17,5.741584062826933,2021-05-02,2024-01-09,135.29079268501263
PO000680,SUP00046,PROD00109,2021-08-02,9,9.248880163741871,2021-09-19,2023-05-04,96.8696533397353
PO000954,SUP00028,PROD00137,2022-01-07,18,61.00756992212379,2021-07-12,2023-08-23,1009.5791996215847
PO000529,SUP00042,PROD00105,2022-10-30,13,36.563538387927245,2022-11-02,2023-01-30,397.64433352813313
PO000261,SUP00080,PROD00063,2023-03-25,11,65.61576926674708,2023-12-27,2021-02-06,538.732982106285
PO000074,SUP00016,PROD00037,2022-04-10,13,12.089519732356802,2022-05-16,2021-09-28,169.86202466116458
PO000316,SUP00040,PROD00182,2023-02-15,10,34.83506940768272,2022-10-13,2022-03-27,323.4293509553494
PO001906,SUP00087,PROD00098,2022-11-18,9,63.811914946982235,2023-04-20,2023-12-25,688.5503899920981
PO001151,SUP00049,PROD00054,2022-08-10,17,18.29445693732034,2022-03-26,2022-05-21,441.89069257000114
PO000978,SUP00019,PROD00089,2023-04-04,16,47.876494679198444,2022-05-10,2023-11-28,758.046830529458
PO000769,SUP00017,PROD00162,2023-12-07,14,13.866569343224693,2021-05-06,2021-09-16,201.04181286479007
PO001417,SUP00057,PROD00200,2024-03-17,11,51.636407451087564,2021-07-31,2023-12-17,402.6057457187376
PO000283,SUP00034,PROD00198,2023-07-30,15,30.337147942004925,2021-09-07,2021-12-22,521.4855419961757
PO000553,SUP00088,PROD00177,2021-04-12,8,76.48464343051248,2022-08-18,2021-10-11,929.264915978583
PO001312,SUP00059,PROD00117,2022-06-18,9,53.44137986367481,2022-08-08,2023-03-13,430.27904898533694
PO000959,SUP00085,PROD00090,2021-06-11,18,60.97288189705519,2023-04-23,2022-12-18,897.13272071888
PO001541,SUP00077,PROD00158,2024-04-09,9,9.402302815996478,2023-07-24,2022-05-08,122.20936768985125
PO001795,SUP00074,PROD00187,2021-08-06,13,22.323318992824895,2022-08-18,2023-11-16,371.41414748446095
PO001647,SUP00040,PROD00133,2023-04-21,11,22.44351573576147,2023-06-19,2023-09-10,233.69114211429715
PO000369,SUP00044,PROD00024,2022-07-11,6,10.915972355878752,2023-08-28,2022-10-19,54.782253134331924
PO000183,SUP00003,PROD00198,2022-07-24,12,37.69872246398413,2022-04-29,2021-07-29,394.79876975742974
PO000339,SUP00086,PROD00183,2021-01-18,10,41.280802814561824,2023-05-30,2022-05-03,269.415072636317
PO001568,SUP00029,PROD00186,2021-08-06,8,60.08541868494248,2023-12-07,2021-08-15,347.5763733401612
PO001828,SUP00044,PROD00028,2023-12-23,12,30.194740612429754,2022-07-20,2021-02-09,393.33148285532707
PO001851,SUP00096,PROD00071,2022-12-18,5,55.857698480155506,2024-02-18,2024-01-09,212.26324364860426
PO000597,SUP00089,PROD00183,2021-02-26,6,10.134909075425341,2022-04-13,2022-06-24,56.093360483251445
PO001681,SUP00005,PROD00172,2021-05-10,12,59.12508774997777,2023-09-03,2023-05-28,634.988603662233
PO001073,SUP00042,PROD00169,2024-02-06,11,26.93374975785721,2023-07-03,2022-05-31,242.08592703356427
PO001646,SUP00094,PROD00066,2021-09-28,13,66.13515382397452,2022-11-14,2023-12-24,731.0332348328313
PO001097,SUP00065,PROD00137,2021-11-11,18,6.460315845073784,2023-04-11,2021-04-24,343.7420799603084
PO000292,SUP00031,PROD00069,2022-05-03,10,30.460270702505433,2024-02-06,2021-09-14,166.6872852480362
PO000159,SUP00008,PROD00119,2023-05-16,17,60.29802804826922,2023-03-19,2024-02-24,825.097755932356
PO001915,SUP00027,PROD00125,2021-06-21,12,63.25865662692896,2022-12-05,2021-04-07,614.5033380698862
PO000852,SUP00023,PROD00095,2023-08-14,13,71.47213058320372,2023-12-04,2021-10-03,792.2762886164486
PO000702,SUP00027,PROD00025,2021-12-31,10,66.31491796569142,2024-03-01,2022-09-15,705.9595420646596
PO000713,SUP00067,PROD00067,2022-08-02,11,48.47909026466324,2021-08-09,2022-01-02,521.6585365121537
PO000758,SUP00058,PROD00021,2021-04-05,10,47.869335371626015,2023-10-05,2023-06-10,483.4643657085337
PO001890,SUP00083,PROD00158,2021-08-10,9,26.351240359015442,2023-02-11,2022-01-31,231.85537118348154
PO000126,SUP00007,PROD00068,2024-04-09,9,67.04147829498201,2024-02-27,2021-05-12,723.4620397093493
PO000239,SUP00073,PROD00091,2024-02-12,11,24.09938956350232,2022-06-09,2022-04-02,294.6536178818512
PO001580,SUP00066,PROD00014,2023-06-14,13,28.434775615830578,2021-11-09,2021-07-29,435.57291289409454
PO001099,SUP00089,PROD00026,2021-03-16,9,17.004664792416794,2022-07-09,2021-07-19,213.4426697032543
PO000258,SUP00029,PROD00147,2022-08-28,12,26.818511224907756,2022-04-12,2024-02-05,362.67611161893234
PO000069,SUP00061,PROD00126,2023-05-01,8,43.19932361264004,2021-08-13,2021-02-09,370.87970078436706
PO000449,SUP00075,PROD00196,2021-03-07,6,3.681002961983172,2022-04-26,2023-09-16,22.904778754855112
PO000522,SUP00074,PROD00091,2023-08-14,10,54.55899413049212,2021-12-11,2024-03-26,639.8405010389421
PO000029,SUP00043,PROD00075,2024-03-06,11,66.78819054175291,2023-10-02,2021-03-20,581.6012191244371
PO000433,SUP00018,PROD00046,2023-03-29,7,73.24260737401944,2023-10-14,2023-01-12,711.1673603875853
PO001477,SUP00090,PROD00105,2023-12-29,6,4.030878225739336,2023-01-28,2022-03-06,22.545015159426317
PO001711,SUP00032,PROD00042,2023-03-04,7,24.640132848196433,2022-04-12,2022-07-23,212.23780207785433
PO001797,SUP00030,PROD00115,2023-06-27,9,56.87967236405793,2022-01-25,2023-11-06,507.9222377945649
PO000780,SUP00065,PROD00078,2023-07-04,9,26.839738140638403,2021-03-03,2021-03-13,195.9786707188848
PO000639,SUP00050,PROD00029,2021-08-04,8,60.78498973465421,2022-06-15,2021-12-18,500.8444140253604
PO002000,SUP00016,PROD00111,2023-08-11,12,76.40735667770323,2023-02-20,2021-07-27,1040.3368577988488
PO001539,SUP00030,PROD00160,2024-02-19,12,26.469838308354504,2024-01-18,2024-03-16,324.1915290025836
PO001075,SUP00030,PROD00077,2021-09-12,12,8.311159389762762,2021-10-23,2021-09-04,136.52999318471888
PO000510,SUP00024,PROD00012,2023-11-14,12,13.757705988287684,2023-02-18,2021-09-26,162.8160985597346
PO000643,SUP00041,PROD00126,2022-07-02,14,66.14861948091378,2022-02-17,2023-03-26,891.5125615122616
PO001031,SUP00067,PROD00183,2021-04-09,7,28.883201043685798,2023-03-29,2022-06-18,120.212721170582
PO001085,SUP00086,PROD00047,2023-09-10,10,36.586092794909106,2022-11-08,2023-02-01,225.36220690329452
PO000028,SUP00088,PROD00060,2022-08-30,6,58.118969111317995,2023-04-20,2023-11-29,269.92474243221045
PO001919,SUP00083,PROD00181,2024-01-13,15,5.0950749880663695,2023-11-14,2023-09-07,85.99330197078811
PO001152,SUP00035,PROD00057,2021-03-02,11,44.614593686516514,2021-05-22,2023-08-30,607.2074841815144
PO001179,SUP00042,PROD00156,2023-09-20,10,55.4095765904744,2021-04-25,2023-03-31,660.5625523577069
PO000423,SUP00034,PROD00151,2023-03-08,14,47.05213626123739,2021-06-13,2023-12-23,484.9850929419895
PO001530,SUP00087,PROD00111,2021-07-07,7,67.28424665333344,2021-12-01,2021-10-03,425.30168587814734
PO001475,SUP00011,PROD00165,2022-07-07,10,22.34881746386662,2023-01-23,2022-12-01,181.67098587368147
PO000191,SUP00061,PROD00051,2022-04-21,11,61.36512452243905,2021-12-22,2021-03-13,701.3956323586741
PO001190,SUP00022,PROD00157,2023-11-23,4,53.41528051943017,2023-09-25,2022-06-18,138.54684106878213
PO001317,SUP00078,PROD00197,2022-07-07,10,37.982380784027974,2023-01-18,2021-10-19,382.4871612411261
PO001672,SUP00056,PROD00178,2022-12-17,10,41.01221114890666,2022-01-28,2022-03-20,317.16631634624497
PO000413,SUP00046,PROD00049,2022-10-27,15,35.07404077253368,2021-07-01,2024-01-16,473.87253840076255
PO001756,SUP00097,PROD00113,2023-11-08,11,35.87411436747982,2024-03-29,2022-01-21,506.06420992912825
PO000923,SUP00041,PROD00071,2022-04-29,14,32.616411402050616,2021-08-05,2021-05-31,576.2867382958192
PO000194,SUP00047,PROD00189,2021-02-06,10,47.51492326529091,2023-07-30,2021-09-12,423.0802803521588
PO000212,SUP00092,PROD00159,2023-09-23,14,36.239179345896034,2021-10-10,2023-07-30,517.9175167884273
PO000396,SUP00025,PROD00117,2023-02-04,8,53.44609992342207,2021-09-28,2022-03-08,307.73427691329994
PO000566,SUP00065,PROD00067,2023-06-05,8,6.173423101412412,2022-02-18,2022-05-07,39.59628804823752
PO000993,SUP00090,PROD00038,2023-05-05,10,8.834810645386101,2023-04-10,2023-03-09,96.90190204734238
PO001498,SUP00084,PROD00165,2022-11-07,10,50.44288465988415,2023-09-16,2022-01-27,457.4205360824435
PO000374,SUP00016,PROD00079,2022-11-01,12,71.70617799365975,2021-04-02,2023-05-07,892.6218701532748
PO001986,SUP00063,PROD00008,2023-05-08,9,9.082647742024443,2021-05-18,2021-05-27,41.42058531848847
