shipment_id,po_id,destination,transport_mode,shipment_date,delivery_date,delivery_performance,shipment_status
SHIP00628,PO00628,Chennai Port,Sea,2026-01-26,2026-02-04,On Time,Delivered
SHIP00629,PO00629,Hyderabad DC,Air,2026-08-23,,At Risk,In Transit
SHIP00630,PO00630,Hyderabad DC,Road,2025-10-18,,On Time,Pending
SHIP00631,PO00631,Mumbai Port,Road,2026-03-17,2026-03-20,Delayed,Delivered
SHIP00632,PO00632,Chennai Port,Sea,2025-07-03,2025-07-12,Delayed,Delivered
SHIP00633,PO00633,Hyderabad DC,Sea,2025-01-19,2025-01-26,On Time,Delivered
SHIP00634,PO00634,JNPT,Road,2025-10-03,,Delayed,Pending
SHIP00635,PO00635,Chennai Port,Road,2025-12-21,,On Time,Pending
SHIP00636,PO00636,JNPT,Sea,2026-01-23,2026-01-27,At Risk,Delivered
SHIP00637,PO00637,Chennai Port,Road,2026-08-17,,Delayed,In Transit
SHIP00638,PO00638,Pune DC,Air,2026-08-03,2026-08-10,On Time,Delivered
SHIP00639,PO00639,JNPT,Rail,2025-06-05,2025-06-15,On Time,Delivered
SHIP00640,PO00640,Hyderabad DC,Air,2026-06-25,,On Time,In Transit
SHIP00641,PO00641,Bengaluru DC,Rail,2026-08-08,,On Time,Cancelled
SHIP00642,PO00642,Hyderabad DC,Air,2025-08-21,2025-09-17,On Time,Delayed
SHIP00643,PO00643,Mumbai Port,Sea,2026-01-13,2026-01-20,On Time,Delivered
SHIP00644,PO00644,Chennai Port,Rail,2025-01-23,2025-01-31,At Risk,Delivered
SHIP00645,PO00645,Delhi ICD,Road,2025-08-02,2025-08-08,Delayed,Delivered
SHIP00646,PO00646,Delhi ICD,Sea,2026-01-10,,On Time,Pending
SHIP00647,PO00647,Pune DC,Sea,2025-03-31,2025-04-05,On Time,Delivered
SHIP00648,PO00648,Pune DC,Air,2025-06-22,2025-06-25,On Time,Delivered
SHIP00649,PO00649,Mumbai Port,Air,2025-03-24,,Delayed,Pending
SHIP00650,PO00650,JNPT,Air,2025-11-06,2025-11-17,Delayed,Delivered
SHIP00651,PO00651,Chennai Port,Air,2026-04-05,,On Time,Pending
SHIP00652,PO00652,Chennai Port,Road,2025-07-02,2025-07-14,On Time,Delivered
SHIP00653,PO00653,Mumbai Port,Road,2025-03-27,,On Time,Pending
SHIP00654,PO00654,Hyderabad DC,Air,2026-05-12,2026-05-30,On Time,Delayed
SHIP00655,PO00655,JNPT,Rail,2025-04-03,2025-04-11,On Time,Delivered
SHIP00656,PO00656,Hyderabad DC,Road,2026-02-09,2026-02-19,On Time,Delivered
SHIP00657,PO00657,Pune DC,Road,2025-05-13,,At Risk,Pending
SHIP00658,PO00658,JNPT,Road,2025-12-02,2025-12-23,Delayed,Delayed
SHIP00659,PO00659,Chennai Port,Road,2025-05-25,2025-06-04,On Time,Delivered
SHIP00660,PO00660,Delhi ICD,Road,2026-08-11,2026-08-14,On Time,Delivered
SHIP00661,PO00661,Delhi ICD,Road,2026-07-14,2026-08-13,At Risk,Delayed
SHIP00662,PO00662,Mumbai Port,Rail,2025-06-19,2025-07-04,On Time,Delayed
SHIP00663,PO00663,JNPT,Sea,2025-05-23,2025-06-02,At Risk,Delivered
SHIP00664,PO00664,Pune DC,Sea,2026-05-30,2026-06-06,Delayed,Delivered
SHIP00665,PO00665,Pune DC,Sea,2025-11-03,2025-11-13,On Time,Delivered
SHIP00666,PO00666,Chennai Port,Road,2026-08-02,,At Risk,In Transit
SHIP00667,PO00667,Pune DC,Sea,2026-02-16,2026-02-28,On Time,Delivered
SHIP00668,PO00668,Delhi ICD,Rail,2026-06-22,2026-07-04,Delayed,Delivered
SHIP00669,PO00669,Bengaluru DC,Air,2025-10-04,2025-10-06,On Time,Delivered
SHIP00670,PO00670,Hyderabad DC,Air,2026-04-23,,On Time,Pending
SHIP00671,PO00671,Pune DC,Sea,2025-11-26,,On Time,Pending
SHIP00672,PO00672,Bengaluru DC,Road,2025-04-17,,On Time,In Transit
SHIP00673,PO00673,Hyderabad DC,Air,2025-09-04,2025-09-14,On Time,Delivered
SHIP00674,PO00674,JNPT,Air,2025-11-17,2025-12-10,On Time,Delayed
SHIP00675,PO00675,Mumbai Port,Air,2025-03-31,2025-04-03,On Time,Delivered
SHIP00676,PO00676,Pune DC,Sea,2026-07-14,,At Risk,In Transit
SHIP00677,PO00677,Mumbai Port,Air,2026-01-31,2026-02-08,On Time,Delivered
SHIP00678,PO00678,Mumbai Port,Road,2025-09-16,2025-10-12,At Risk,Delayed
SHIP00679,PO00679,Pune DC,Rail,2026-06-24,2026-06-27,At Risk,Delivered
SHIP00680,PO00680,Mumbai Port,Air,2025-12-07,,On Time,In Transit
SHIP00681,PO00681,Mumbai Port,Rail,2025-05-11,2025-06-03,On Time,Delayed
SHIP00682,PO00682,Mumbai Port,Air,2025-08-22,2025-09-11,On Time,Delayed
SHIP00683,PO00683,Pune DC,Air,2025-10-19,2025-11-03,At Risk,Delayed
SHIP00684,PO00684,Pune DC,Road,2025-02-24,2025-03-04,On Time,Delivered
SHIP00685,PO00685,Delhi ICD,Road,2025-04-09,2025-04-16,On Time,Delivered
SHIP00686,PO00686,Bengaluru DC,Road,2025-03-05,,On Time,Pending
SHIP00687,PO00687,Chennai Port,Road,2025-05-17,2025-05-24,On Time,Delivered
SHIP00688,PO00688,Pune DC,Rail,2026-01-01,,On Time,Pending
SHIP00689,PO00689,Hyderabad DC,Road,2025-05-21,2025-06-01,On Time,Delivered
SHIP00690,PO00690,JNPT,Rail,2026-07-11,2026-07-15,At Risk,Delivered
SHIP00691,PO00691,Delhi ICD,Rail,2025-11-29,,On Time,In Transit
SHIP00692,PO00692,Bengaluru DC,Sea,2026-07-26,2026-07-31,On Time,Delivered
SHIP00693,PO00693,Chennai Port,Sea,2025-10-06,2025-10-10,At Risk,Delivered
SHIP00694,PO00694,Pune DC,Road,2026-01-29,2026-02-09,On Time,Delivered
SHIP00695,PO00695,Chennai Port,Road,2025-09-07,,At Risk,In Transit
SHIP00696,PO00696,Hyderabad DC,Air,2026-02-08,,On Time,In Transit
SHIP00697,PO00697,Bengaluru DC,Road,2025-10-27,2025-11-08,At Risk,Delivered
SHIP00698,PO00698,JNPT,Rail,2025-03-14,2025-03-16,Delayed,Delivered
SHIP00699,PO00699,JNPT,Rail,2026-05-25,2026-06-02,On Time,Delivered
SHIP00700,PO00700,JNPT,Road,2026-05-19,2026-05-31,Delayed,Delivered
SHIP00701,PO00701,JNPT,Sea,2025-03-15,2025-03-22,On Time,Delivered
SHIP00702,PO00702,Mumbai Port,Air,2026-05-07,,On Time,In Transit
SHIP00703,PO00703,Hyderabad DC,Air,2026-03-09,2026-03-19,On Time,Delivered
SHIP00704,PO00704,JNPT,Rail,2025-02-15,,On Time,Pending
SHIP00705,PO00705,Pune DC,Rail,2026-06-20,,On Time,Pending
SHIP00706,PO00706,Mumbai Port,Sea,2026-06-28,2026-07-04,On Time,Delivered
SHIP00707,PO00707,Hyderabad DC,Sea,2026-07-27,2026-08-10,On Time,Delayed
SHIP00708,PO00708,JNPT,Air,2026-04-19,2026-04-25,On Time,Delivered
SHIP00709,PO00709,Pune DC,Road,2025-07-11,2025-08-08,On Time,Delayed
SHIP00710,PO00710,Chennai Port,Rail,2026-04-05,2026-04-10,On Time,Delivered
SHIP00711,PO00711,Delhi ICD,Rail,2026-01-21,2026-02-15,On Time,Delayed
SHIP00712,PO00712,Mumbai Port,Rail,2025-09-12,,On Time,Pending
SHIP00713,PO00713,Bengaluru DC,Rail,2025-09-25,2025-10-05,On Time,Delivered
SHIP00714,PO00714,Hyderabad DC,Road,2025-02-17,2025-02-23,On Time,Delivered
SHIP00715,PO00715,Hyderabad DC,Sea,2025-11-17,2025-11-23,On Time,Delivered
SHIP00716,PO00716,Mumbai Port,Rail,2025-10-20,,Delayed,Pending
SHIP00717,PO00717,Pune DC,Rail,2025-04-12,2025-05-12,On Time,Delayed
SHIP00718,PO00718,Delhi ICD,Sea,2026-08-29,2026-08-31,On Time,Delivered
SHIP00719,PO00719,Mumbai Port,Air,2026-02-15,2026-02-19,Delayed,Delivered
SHIP00720,PO00720,Bengaluru DC,Rail,2025-07-04,2025-07-10,On Time,Delivered
SHIP00721,PO00721,Mumbai Port,Sea,2025-11-15,2025-12-09,On Time,Delayed
SHIP00722,PO00722,Delhi ICD,Road,2025-12-13,,Delayed,Pending
SHIP00723,PO00723,Bengaluru DC,Air,2025-08-27,2025-09-01,On Time,Delivered
SHIP00724,PO00724,Mumbai Port,Road,2026-02-03,,On Time,Pending
SHIP00725,PO00725,JNPT,Sea,2025-06-06,2025-06-08,On Time,Delivered
SHIP00726,PO00726,Bengaluru DC,Sea,2026-02-19,2026-03-03,On Time,Delivered
SHIP00727,PO00727,Delhi ICD,Road,2026-03-23,2026-04-11,On Time,Delayed
SHIP00728,PO00728,Chennai Port,Road,2026-08-10,,At Risk,Pending
SHIP00729,PO00729,Chennai Port,Rail,2026-06-09,,On Time,In Transit
SHIP00730,PO00730,Mumbai Port,Air,2025-07-26,,Delayed,In Transit
SHIP00731,PO00731,Mumbai Port,Sea,2026-06-30,2026-07-20,On Time,Delayed
SHIP00732,PO00732,Pune DC,Sea,2026-08-22,2026-08-24,Delayed,Delivered
SHIP00733,PO00733,Mumbai Port,Road,2025-11-29,2025-12-22,On Time,Delayed
SHIP00734,PO00734,Delhi ICD,Road,2025-12-29,,On Time,Pending
SHIP00735,PO00735,Pune DC,Sea,2025-09-03,,On Time,Pending
SHIP00736,PO00736,Hyderabad DC,Road,2025-04-01,2025-04-04,On Time,Delivered
SHIP00737,PO00737,JNPT,Road,2025-06-05,2025-06-09,Delayed,Delivered
SHIP00738,PO00738,JNPT,Air,2026-04-10,2026-04-29,On Time,Delayed
SHIP00739,PO00739,JNPT,Road,2025-08-08,2025-08-19,On Time,Delivered
SHIP00740,PO00740,Pune DC,Air,2025-06-06,2025-06-18,Delayed,Delivered
SHIP00741,PO00741,Pune DC,Rail,2026-07-01,2026-07-04,On Time,Delivered
SHIP00742,PO00742,Bengaluru DC,Rail,2025-10-06,2025-10-08,On Time,Delivered
SHIP00743,PO00743,JNPT,Road,2026-01-11,2026-01-15,On Time,Delivered
SHIP00744,PO00744,Delhi ICD,Air,2025-08-27,2025-08-31,Delayed,Delivered
SHIP00745,PO00745,Hyderabad DC,Rail,2026-07-02,2026-08-01,At Risk,Delayed
SHIP00746,PO00746,Delhi ICD,Air,2025-01-30,2025-02-08,On Time,Delivered
SHIP00747,PO00747,Pune DC,Road,2025-06-14,,On Time,Pending
SHIP00748,PO00748,Chennai Port,Road,2026-06-03,2026-06-13,Delayed,Delivered
SHIP00749,PO00749,Mumbai Port,Rail,2025-02-02,2025-02-19,Delayed,Delayed
SHIP00750,PO00750,Mumbai Port,Sea,2025-05-30,,On Time,Pending
SHIP00751,PO00751,Hyderabad DC,Rail,2025-09-01,,On Time,In Transit
SHIP00752,PO00752,Pune DC,Rail,2025-12-07,2025-12-12,On Time,Delivered
SHIP00753,PO00753,Bengaluru DC,Road,2026-07-10,2026-07-21,On Time,Delivered
SHIP00754,PO00754,Bengaluru DC,Road,2026-06-30,2026-07-10,On Time,Delivered
SHIP00755,PO00755,Mumbai Port,Sea,2025-06-17,2025-06-21,On Time,Delivered
SHIP00756,PO00756,Hyderabad DC,Road,2025-07-12,2025-07-17,On Time,Delivered
SHIP00757,PO00757,Hyderabad DC,Road,2026-03-10,2026-03-18,Delayed,Delivered
SHIP00758,PO00758,Delhi ICD,Air,2025-10-14,2025-10-26,On Time,Delivered
SHIP00759,PO00759,Pune DC,Road,2025-10-02,2025-10-15,On Time,Delayed
SHIP00760,PO00760,Mumbai Port,Rail,2025-01-30,2025-02-14,On Time,Delayed
SHIP00761,PO00761,Hyderabad DC,Air,2026-04-28,2026-05-08,On Time,Delivered
SHIP00762,PO00762,Hyderabad DC,Rail,2026-05-12,2026-05-25,At Risk,Delayed
SHIP00763,PO00763,Pune DC,Air,2025-01-22,2025-01-25,Delayed,Delivered
SHIP00764,PO00764,Pune DC,Rail,2025-08-03,2025-08-13,On Time,Delivered
SHIP00765,PO00765,Chennai Port,Road,2025-12-09,2025-12-15,On Time,Delivered
SHIP00766,PO00766,Delhi ICD,Sea,2026-01-30,2026-02-01,On Time,Delivered
SHIP00767,PO00767,Mumbai Port,Road,2026-07-13,2026-07-15,On Time,Delivered
SHIP00768,PO00768,Chennai Port,Air,2025-02-18,,On Time,Pending
SHIP00769,PO00769,Delhi ICD,Rail,2026-07-28,2026-08-07,On Time,Delivered
SHIP00770,PO00770,JNPT,Air,2025-11-18,2025-11-26,On Time,Delivered
SHIP00771,PO00771,Delhi ICD,Air,2025-03-03,2025-03-05,Delayed,Delivered
SHIP00772,PO00772,Bengaluru DC,Road,2025-04-13,2025-04-15,On Time,Delivered
SHIP00773,PO00773,Chennai Port,Sea,2026-07-15,2026-07-20,On Time,Delivered
SHIP00774,PO00774,JNPT,Rail,2026-04-11,2026-05-10,On Time,Delayed
SHIP00775,PO00775,Pune DC,Sea,2025-12-03,2025-12-19,On Time,Delayed
SHIP00776,PO00776,Bengaluru DC,Road,2025-05-06,2025-05-16,On Time,Delivered
SHIP00777,PO00777,JNPT,Sea,2026-06-20,2026-07-02,On Time,Delivered
SHIP00778,PO00778,Hyderabad DC,Rail,2025-06-28,2025-07-06,On Time,Delivered
SHIP00779,PO00779,JNPT,Road,2025-02-24,2025-03-01,On Time,Delivered
SHIP00780,PO00780,Delhi ICD,Rail,2025-10-30,,On Time,In Transit
SHIP00781,PO00781,Hyderabad DC,Air,2025-01-15,,On Time,In Transit
SHIP00782,PO00782,Pune DC,Rail,2026-05-29,2026-06-06,On Time,Delivered
SHIP00783,PO00783,JNPT,Road,2026-09-07,2026-10-03,On Time,Delayed
SHIP00784,PO00784,Pune DC,Sea,2025-01-12,2025-01-14,On Time,Delivered
SHIP00785,PO00785,Pune DC,Air,2025-08-12,2025-08-19,Delayed,Delivered
SHIP00786,PO00786,Hyderabad DC,Air,2025-05-30,2025-06-04,On Time,Delivered
SHIP00787,PO00787,Pune DC,Road,2025-04-11,2025-04-16,On Time,Delivered
SHIP00788,PO00788,Pune DC,Air,2025-10-27,2025-11-04,Delayed,Delivered
SHIP00789,PO00789,Bengaluru DC,Road,2026-04-21,2026-05-01,Delayed,Delivered
SHIP00790,PO00790,Bengaluru DC,Rail,2025-11-15,2025-11-20,Delayed,Delivered
SHIP00791,PO00791,Chennai Port,Road,2026-07-23,2026-07-27,On Time,Delivered
SHIP00792,PO00792,Hyderabad DC,Road,2025-10-15,2025-10-27,At Risk,Delivered
SHIP00793,PO00793,JNPT,Air,2025-03-06,2025-03-11,On Time,Delivered
SHIP00794,PO00794,Hyderabad DC,Road,2025-10-31,2025-11-07,On Time,Delivered
SHIP00795,PO00795,Mumbai Port,Road,2026-01-02,2026-01-18,On Time,Delayed
SHIP00796,PO00796,Bengaluru DC,Road,2026-06-02,2026-06-05,On Time,Delivered
SHIP00797,PO00797,Hyderabad DC,Rail,2025-01-06,2025-01-09,On Time,Delivered
SHIP00798,PO00798,JNPT,Road,2025-08-04,2025-08-11,Delayed,Delivered
SHIP00799,PO00799,Mumbai Port,Sea,2025-08-07,,Delayed,In Transit
SHIP00800,PO00800,Mumbai Port,Sea,2025-03-17,,At Risk,Cancelled
SHIP00801,PO00801,Mumbai Port,Road,2025-05-04,2025-06-02,At Risk,Delayed
SHIP00802,PO00802,Bengaluru DC,Road,2025-02-03,2025-02-16,On Time,Delayed
SHIP00803,PO00803,Pune DC,Road,2026-05-13,2026-05-17,On Time,Delivered
SHIP00804,PO00804,Hyderabad DC,Sea,2026-07-11,2026-07-23,On Time,Delivered
SHIP00805,PO00805,Hyderabad DC,Sea,2026-06-23,2026-07-09,At Risk,Delayed
SHIP00806,PO00806,Chennai Port,Air,2026-08-25,,On Time,In Transit
SHIP00807,PO00807,Mumbai Port,Air,2025-02-07,2025-02-09,On Time,Delivered
SHIP00808,PO00808,Hyderabad DC,Air,2026-02-05,,On Time,Pending
SHIP00809,PO00809,Bengaluru DC,Sea,2025-11-24,2025-12-02,On Time,Delivered
SHIP00810,PO00810,Pune DC,Sea,2025-09-02,,On Time,In Transit
SHIP00811,PO00811,Bengaluru DC,Rail,2025-05-07,2025-05-12,On Time,Delivered
SHIP00812,PO00812,Chennai Port,Road,2025-02-03,2025-02-10,On Time,Delivered
SHIP00813,PO00813,Pune DC,Air,2026-06-22,,On Time,In Transit
SHIP00814,PO00814,Pune DC,Air,2026-06-22,2026-06-24,On Time,Delivered
SHIP00815,PO00815,Chennai Port,Sea,2026-06-25,2026-07-03,At Risk,Delivered
SHIP00816,PO00816,Mumbai Port,Rail,2025-04-12,2025-04-15,On Time,Delivered
SHIP00817,PO00817,JNPT,Road,2025-11-17,,On Time,Pending
SHIP00818,PO00818,Bengaluru DC,Road,2025-07-29,2025-08-06,Delayed,Delivered
SHIP00819,PO00819,Chennai Port,Road,2025-05-02,2025-05-14,On Time,Delivered
SHIP00820,PO00820,Pune DC,Rail,2026-08-09,2026-08-13,On Time,Delivered
SHIP00821,PO00821,Bengaluru DC,Rail,2025-10-11,2025-10-19,On Time,Delivered
SHIP00822,PO00822,Chennai Port,Rail,2025-11-17,2025-11-26,On Time,Delivered
SHIP00823,PO00823,Hyderabad DC,Road,2026-05-07,2026-05-29,On Time,Delayed
SHIP00824,PO00824,Mumbai Port,Sea,2026-02-11,,Delayed,Pending
SHIP00825,PO00825,Pune DC,Rail,2026-04-08,2026-04-17,On Time,Delivered
SHIP00826,PO00826,Bengaluru DC,Road,2026-07-05,2026-07-12,On Time,Delivered
SHIP00827,PO00827,Bengaluru DC,Road,2026-05-06,2026-05-08,On Time,Delivered
SHIP00828,PO00828,Mumbai Port,Air,2026-05-02,,On Time,In Transit
SHIP00829,PO00829,Hyderabad DC,Sea,2025-09-25,,At Risk,Pending
SHIP00830,PO00830,Pune DC,Sea,2025-12-09,2026-01-03,Delayed,Delayed
SHIP00831,PO00831,Pune DC,Sea,2026-05-16,2026-06-07,On Time,Delayed
SHIP00832,PO00832,Pune DC,Air,2025-05-20,2025-05-30,On Time,Delivered
SHIP00833,PO00833,JNPT,Rail,2025-12-11,,On Time,Pending
SHIP00834,PO00834,Delhi ICD,Rail,2026-02-17,2026-02-27,At Risk,Delivered
SHIP00835,PO00835,Delhi ICD,Rail,2026-05-13,2026-05-18,Delayed,Delivered
SHIP00836,PO00836,Mumbai Port,Sea,2026-03-25,2026-04-04,On Time,Delivered
SHIP00837,PO00837,Chennai Port,Rail,2025-03-22,,On Time,Cancelled
SHIP00838,PO00838,Mumbai Port,Sea,2026-04-22,2026-04-30,On Time,Delivered
SHIP00839,PO00839,Bengaluru DC,Rail,2026-02-24,2026-03-01,On Time,Delivered
SHIP00840,PO00840,Delhi ICD,Rail,2026-02-04,,Delayed,In Transit
SHIP00841,PO00841,Pune DC,Road,2026-08-27,2026-09-06,Delayed,Delivered
SHIP00842,PO00842,Chennai Port,Road,2026-04-14,2026-05-08,At Risk,Delayed
SHIP00843,PO00843,Delhi ICD,Road,2025-08-11,2025-08-19,On Time,Delivered
SHIP00844,PO00844,Bengaluru DC,Rail,2025-11-11,2025-11-18,On Time,Delivered
SHIP00845,PO00845,Chennai Port,Sea,2026-06-12,2026-06-22,On Time,Delivered
SHIP00846,PO00846,Mumbai Port,Sea,2025-03-07,2025-03-12,Delayed,Delivered
SHIP00847,PO00847,Hyderabad DC,Rail,2025-10-18,,Delayed,In Transit
SHIP00848,PO00848,Pune DC,Road,2025-12-01,2025-12-08,On Time,Delivered
SHIP00849,PO00849,Bengaluru DC,Rail,2025-07-01,2025-07-26,On Time,Delayed
SHIP00850,PO00850,Hyderabad DC,Road,2026-01-09,2026-01-30,Delayed,Delayed
SHIP00851,PO00851,Mumbai Port,Road,2025-05-21,2025-05-26,On Time,Delivered
SHIP00852,PO00852,Chennai Port,Road,2026-04-02,2026-04-10,At Risk,Delivered
SHIP00853,PO00853,Bengaluru DC,Rail,2026-04-14,2026-05-09,On Time,Delayed
SHIP00854,PO00854,Delhi ICD,Road,2026-03-22,2026-04-02,On Time,Delivered
SHIP00855,PO00855,Bengaluru DC,Air,2025-01-10,2025-01-12,On Time,Delivered
SHIP00856,PO00856,Pune DC,Air,2026-07-25,,On Time,In Transit
SHIP00857,PO00857,JNPT,Sea,2026-01-20,2026-02-18,On Time,Delayed
SHIP00858,PO00858,JNPT,Air,2026-07-05,2026-07-12,On Time,Delivered
SHIP00859,PO00859,Delhi ICD,Sea,2025-04-09,2025-04-20,On Time,Delivered
SHIP00860,PO00860,JNPT,Sea,2026-08-29,,Delayed,Pending
SHIP00861,PO00861,Bengaluru DC,Rail,2025-01-19,,On Time,In Transit
SHIP00862,PO00862,Hyderabad DC,Sea,2025-12-15,2026-01-12,At Risk,Delayed
SHIP00863,PO00863,Bengaluru DC,Road,2025-11-09,,Delayed,Cancelled
SHIP00864,PO00864,Hyderabad DC,Air,2025-06-28,2025-07-08,On Time,Delivered
SHIP00865,PO00865,JNPT,Road,2025-10-25,2025-11-03,At Risk,Delivered
SHIP00866,PO00866,JNPT,Air,2025-10-18,2025-10-22,At Risk,Delivered
SHIP00867,PO00867,Mumbai Port,Sea,2025-05-02,2025-05-12,On Time,Delivered
SHIP00868,PO00868,Mumbai Port,Rail,2026-01-17,,On Time,In Transit
SHIP00869,PO00869,JNPT,Air,2025-02-05,2025-02-13,On Time,Delivered
SHIP00870,PO00870,Chennai Port,Road,2026-05-31,2026-06-07,On Time,Delivered
SHIP00871,PO00871,Bengaluru DC,Air,2025-06-29,2025-07-11,On Time,Delivered
SHIP00872,PO00872,Pune DC,Air,2025-05-09,2025-05-13,On Time,Delivered
SHIP00873,PO00873,Pune DC,Road,2026-07-07,2026-07-09,On Time,Delivered
SHIP00874,PO00874,JNPT,Sea,2026-03-27,,On Time,Cancelled
SHIP00875,PO00875,Chennai Port,Road,2026-07-02,2026-07-27,At Risk,Delayed
SHIP00876,PO00876,Hyderabad DC,Rail,2026-03-27,2026-04-24,At Risk,Delayed
SHIP00877,PO00877,Hyderabad DC,Road,2025-04-13,2025-04-17,Delayed,Delivered
SHIP00878,PO00878,Mumbai Port,Rail,2025-09-15,2025-09-19,On Time,Delivered
SHIP00879,PO00879,Delhi ICD,Sea,2025-07-11,2025-07-21,Delayed,Delivered
SHIP00880,PO00880,JNPT,Sea,2025-01-24,,Delayed,In Transit
SHIP00881,PO00881,Bengaluru DC,Rail,2025-08-17,,Delayed,Pending
SHIP00882,PO00882,Delhi ICD,Sea,2025-04-14,2025-04-26,On Time,Delivered
SHIP00883,PO00883,Hyderabad DC,Road,2025-05-07,2025-05-16,On Time,Delivered
SHIP00884,PO00884,Hyderabad DC,Sea,2026-08-15,,On Time,In Transit
SHIP00885,PO00885,Chennai Port,Sea,2025-03-21,2025-03-23,On Time,Delivered
SHIP00886,PO00886,Pune DC,Road,2025-12-05,2025-12-09,On Time,Delivered
SHIP00887,PO00887,Mumbai Port,Rail,2026-02-03,2026-02-07,On Time,Delivered
SHIP00888,PO00888,JNPT,Road,2026-04-08,2026-04-20,At Risk,Delivered
SHIP00889,PO00889,Delhi ICD,Road,2026-05-30,,Delayed,Pending
SHIP00890,PO00890,Mumbai Port,Air,2025-04-28,,On Time,Cancelled
SHIP00891,PO00891,Hyderabad DC,Rail,2026-08-12,2026-09-10,On Time,Delayed
SHIP00892,PO00892,Chennai Port,Sea,2025-01-11,2025-01-22,Delayed,Delivered
SHIP00893,PO00893,Pune DC,Air,2026-02-06,2026-02-16,On Time,Delivered
SHIP00894,PO00894,Delhi ICD,Road,2026-05-15,,At Risk,In Transit
SHIP00895,PO00895,Mumbai Port,Air,2026-05-12,,Delayed,Pending
SHIP00896,PO00896,JNPT,Sea,2025-11-17,,At Risk,In Transit
SHIP00897,PO00897,Delhi ICD,Air,2025-12-25,,On Time,In Transit
SHIP00898,PO00898,Delhi ICD,Road,2025-02-15,,On Time,Pending
SHIP00899,PO00899,Bengaluru DC,Sea,2025-04-25,2025-05-07,At Risk,Delivered
SHIP00900,PO00900,Chennai Port,Road,2026-03-26,,On Time,In Transit
SHIP00901,PO00901,Chennai Port,Sea,2026-09-03,2026-09-13,On Time,Delivered
SHIP00902,PO00902,JNPT,Road,2025-11-16,2025-11-28,At Risk,Delivered
SHIP00903,PO00903,Bengaluru DC,Road,2025-12-22,2025-12-25,On Time,Delivered
SHIP00904,PO00904,Chennai Port,Sea,2026-07-01,,On Time,Cancelled
SHIP00905,PO00905,Bengaluru DC,Sea,2025-03-18,,On Time,Pending
SHIP00906,PO00906,Delhi ICD,Rail,2025-02-28,2025-03-17,On Time,Delayed
SHIP00907,PO00907,Bengaluru DC,Air,2025-11-23,2025-12-05,On Time,Delivered
SHIP00908,PO00908,Hyderabad DC,Rail,2025-04-20,2025-04-24,On Time,Delivered
SHIP00909,PO00909,Hyderabad DC,Air,2025-08-08,2025-08-10,Delayed,Delivered
SHIP00910,PO00910,Delhi ICD,Sea,2026-08-20,2026-08-31,On Time,Delivered
SHIP00911,PO00911,JNPT,Air,2025-02-17,,Delayed,In Transit
SHIP00912,PO00912,Pune DC,Air,2026-03-05,2026-03-28,On Time,Delayed
SHIP00913,PO00913,Chennai Port,Sea,2026-08-22,,On Time,Pending
SHIP00914,PO00914,Delhi ICD,Rail,2026-01-25,2026-02-05,On Time,Delivered
SHIP00915,PO00915,Hyderabad DC,Air,2025-01-19,,Delayed,Pending
SHIP00916,PO00916,JNPT,Road,2026-05-07,,On Time,Pending
SHIP00917,PO00917,Hyderabad DC,Air,2026-04-10,2026-04-22,On Time,Delivered
SHIP00918,PO00918,Chennai Port,Rail,2025-07-10,,At Risk,In Transit
SHIP00919,PO00919,JNPT,Sea,2025-12-29,2026-01-09,At Risk,Delivered
SHIP00920,PO00920,JNPT,Air,2026-07-01,,On Time,Pending
SHIP00921,PO00921,Pune DC,Road,2026-06-15,2026-06-20,On Time,Delivered
SHIP00922,PO00922,Hyderabad DC,Sea,2025-06-09,2025-06-11,On Time,Delivered
SHIP00923,PO00923,Bengaluru DC,Air,2025-02-21,,On Time,Pending
SHIP00924,PO00924,Pune DC,Air,2025-12-15,2026-01-06,On Time,Delayed
SHIP00925,PO00925,Mumbai Port,Road,2026-07-09,2026-07-20,At Risk,Delivered
SHIP00926,PO00926,Bengaluru DC,Sea,2025-08-31,,On Time,Pending
SHIP00927,PO00927,Bengaluru DC,Rail,2025-12-04,2025-12-11,On Time,Delivered
SHIP00928,PO00928,JNPT,Sea,2026-02-28,2026-03-07,On Time,Delivered
SHIP00929,PO00929,Delhi ICD,Air,2025-03-03,2025-03-06,On Time,Delivered
SHIP00930,PO00930,Delhi ICD,Rail,2026-02-05,,Delayed,In Transit
SHIP00931,PO00931,Bengaluru DC,Road,2025-10-12,,On Time,In Transit
SHIP00932,PO00932,Mumbai Port,Road,2025-10-22,2025-10-29,At Risk,Delivered
SHIP00933,PO00933,JNPT,Road,2025-12-23,,On Time,Pending
SHIP00934,PO00934,JNPT,Sea,2025-06-26,2025-07-03,On Time,Delivered
SHIP00935,PO00935,Mumbai Port,Sea,2026-05-25,,On Time,Pending
SHIP00936,PO00936,Pune DC,Sea,2026-03-25,2026-04-11,On Time,Delayed
SHIP00937,PO00937,Bengaluru DC,Air,2026-09-04,2026-09-14,On Time,Delivered
SHIP00938,PO00938,Bengaluru DC,Sea,2026-04-30,,On Time,Pending
SHIP00939,PO00939,Bengaluru DC,Sea,2026-05-12,,Delayed,Pending
SHIP00940,PO00940,Delhi ICD,Rail,2025-01-21,2025-01-27,On Time,Delivered
SHIP00941,PO00941,Hyderabad DC,Air,2025-11-11,2025-11-18,On Time,Delivered
